Schedule name,Environment name,Schedule run date,Animal ID,End Summary - Condition (1),End Summary - Trials Completed (1),End Summary - No Correction Trials (1),End Summary - % Correct (1),End Summary - Left ITI Touches (1),End Summary - Right ITI Touches (1),Single Trial Result - Condition (1),Single Trial Result - Condition (2),Single Trial Result - Condition (3),Single Trial Result - Condition (4),Single Trial Result - Condition (5),Single Trial Result - Condition (6),Single Trial Result - Condition (7),Single Trial Result - Condition (8),Single Trial Result - Condition (9),Single Trial Result - Condition (10),Single Trial Result - Condition (11),Single Trial Result - Condition (12),Single Trial Result - Condition (13),Single Trial Result - Condition (14),Single Trial Result - Condition (15),Single Trial Result - Condition (16),Single Trial Result - Condition (17),Single Trial Result - Condition (18),Single Trial Result - Condition (19),Single Trial Result - Condition (20),Single Trial Result - Condition (21),Single Trial Result - Condition (22),Single Trial Result - Condition (23),Single Trial Result - Condition (24),Single Trial Result - Condition (25),Single Trial Result - Condition (26),Single Trial Result - Condition (27),Single Trial Result - Condition (28),Single Trial Result - Condition (29),Single Trial Result - Condition (30),Single Trial Result - Trial Percent Correct (1),Single Trial Result - Trial Percent Correct (2),Single Trial Result - Trial Percent Correct (3),Single Trial Result - Trial Percent Correct (4),Single Trial Result - Trial Percent Correct (5),Single Trial Result - Trial Percent Correct (6),Single Trial Result - Trial Percent Correct (7),Single Trial Result - Trial Percent Correct (8),Single Trial Result - Trial Percent Correct (9),Single Trial Result - Trial Percent Correct (10),Single Trial Result - Trial Percent Correct (11),Single Trial Result - Trial Percent Correct (12),Single Trial Result - Trial Percent Correct (13),Single Trial Result - Trial Percent Correct (14),Single Trial Result - Trial Percent Correct (15),Single Trial Result - Trial Percent Correct (16),Single Trial Result - Trial Percent Correct (17),Single Trial Result - Trial Percent Correct (18),Single Trial Result - Trial Percent Correct (19),Single Trial Result - Trial Percent Correct (20),Single Trial Result - Trial Percent Correct (21),Single Trial Result - Trial Percent Correct (22),Single Trial Result - Trial Percent Correct (23),Single Trial Result - Trial Percent Correct (24),Single Trial Result - Trial Percent Correct (25),Single Trial Result - Trial Percent Correct (26),Single Trial Result - Trial Percent Correct (27),Single Trial Result - Trial Percent Correct (28),Single Trial Result - Trial Percent Correct (29),Single Trial Result - Trial Percent Correct (30),Correct touch latency mean,Correct touch latency detail (1),Correct touch latency detail (2),Correct touch latency detail (3),Correct touch latency detail (4),Correct touch latency detail (5),Correct touch latency detail (6),Correct touch latency detail (7),Correct touch latency detail (8),Correct touch latency detail (9),Correct touch latency detail (10),Correct touch latency detail (11),Correct touch latency detail (12),Correct touch latency detail (13),Correct touch latency detail (14),Correct touch latency detail (15),Correct touch latency detail (16),Correct touch latency detail (17),Correct touch latency detail (18),Correct touch latency detail (19),Correct touch latency detail (20),Correct touch latency detail (21),Correct touch latency detail (22),Correct touch latency detail (23),Correct touch latency detail (24),Correct touch latency detail (25),Correct touch latency detail (26),Correct touch latency detail (27),Correct touch latency detail (28),Correct touch latency detail (29),Correct touch latency detail (30),Blank Touch Latency detail (1),Blank Touch Latency detail (2),Blank Touch Latency detail (3),Blank Touch Latency detail (4),Blank Touch Latency detail (5),Blank Touch Latency detail (6),Blank Touch Latency detail (7),Blank Touch Latency detail (8),Blank Touch Latency detail (9),Blank Touch Latency detail (10),Blank Touch Latency detail (11),Blank Touch Latency detail (12),Blank Touch Latency detail (13),Blank Touch Latency detail (14),Blank Touch Latency detail (15),Blank Touch Latency detail (16),Blank Touch Latency detail (17),Blank Touch Latency detail (18),Blank Touch Latency detail (19),Blank Touch Latency detail (20),Blank Touch Latency detail (21),Blank Touch Latency detail (22),Blank Touch Latency mean,Correct Reward Collection mean,Correct Reward Collection detail (1),Correct Reward Collection detail (2),Correct Reward Collection detail (3),Correct Reward Collection detail (4),Correct Reward Collection detail (5),Correct Reward Collection detail (6),Correct Reward Collection detail (7),Correct Reward Collection detail (8),Correct Reward Collection detail (9),Correct Reward Collection detail (10),Correct Reward Collection detail (11),Correct Reward Collection detail (12),Correct Reward Collection detail (13),Correct Reward Collection detail (14),Correct Reward Collection detail (15),Correct Reward Collection detail (16),Correct Reward Collection detail (17),Correct Reward Collection detail (18),Correct Reward Collection detail (19),Correct Reward Collection detail (20),Correct Reward Collection detail (21),Correct Reward Collection detail (22),Correct Reward Collection detail (23),Correct Reward Collection detail (24),Correct Reward Collection detail (25),Correct Reward Collection detail (26),Correct Reward Collection detail (27),Correct Reward Collection detail (28),Correct Reward Collection detail (29),Correct Reward Collection detail (30),Day,Sex,Genotype
A_Mouse LD 1 choice reversal v3,Chamber 2 [Env. 18],6/4/2025 14:20,c1m2,538.265,30,0,53.333,2,3,20.219,33.445,46.297,58.576,90.141,106.804,121.565,135.487,147.384,167.412,187.571,204.367,223.125,242.412,257.251,276.864,297.517,312.581,329.245,345.9,363.256,379.47,397.401,413.201,429.652,452.504,474.203,498.649,520.049,538.264,0,100,100,100,0,100,100,100,100,0,0,0,0,0,100,0,0,100,100,100,0,100,100,100,100,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,M,+
A_Mouse Pairwise Punish Incorrect Training v3,Chamber 2 [Env. 18],6/6/2025 15:05,c1m2,762.862,30,0,93.333,52,63,28.39,50.719,75.947,100.986,125.5,150.121,175.394,199.169,223.469,248.871,276.228,302.044,328.933,358.026,386.414,414.391,436.783,467.97,492.617,517.078,540.602,563.919,590.247,612.9,636.039,663.006,688.268,711.977,737.243,762.861,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,1.494,2.972,0.737,1.889,3.968,2.358,1.958,1.537,0.748,1.156,0.97,0.799,0.89,1.94,2.388,1.562,0.867,0.796,1.009,1.315,1.328,2.247,0.908,0.886,2.038,1.148,0.969,0.967,1.487,,,0.881,1.29,,,,,,,,,,,,,,,,,,,,,1.086,0.856,0.85,0.796,0.726,0.844,0.965,1.323,0.8,1.14,0.838,0.862,0.812,0.822,0.819,1.095,0.721,0.78,0.708,0.856,0.77,0.992,0.701,0.805,0.777,0.805,0.66,0.794,1.174,0.732,,,24,M,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/9/2025 15:50,c1m2,1341.423,30,21,70,41,50,27.304,54.078,81.194,271.902,300.002,322.814,352.841,460.492,557.379,606.345,629.402,655.678,680.207,703.833,729.891,754.585,778.981,806.498,881.013,903.979,927.097,955.886,1005.148,1028.347,1057.555,1105.113,1127.81,1156.185,1267.644,1341.411,100,100,0,100,100,100,0,0,0,100,100,100,100,100,100,100,100,0,100,100,100,0,100,100,0,100,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,M,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/10/2025 13:27,c1m2,1422.377,30,23,56.667,50,63,31.467,111.62,218.381,270.596,323.655,353.342,406.506,451.912,477.481,501.931,532.197,640.974,673.389,698.284,727.413,837.06,863.583,890.53,914.699,942.097,994.54,1017.665,1042.687,1071.779,1124.196,1180.008,1283.857,1311.214,1339.857,1422.376,0,0,0,0,100,0,0,100,100,100,0,100,100,100,0,100,100,100,100,0,100,100,100,0,0,0,100,100,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,M,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/11/2025 13:54,c1m2,1272.098,30,18,70,55,77,28.12,53.532,82.59,191.839,216.661,240.365,268.221,315.001,338.233,364.656,389.845,414.203,437.225,462.258,486.746,512.641,538.726,596.809,648.806,673.221,701.332,729.12,836.578,866.056,919.866,1026.387,1049.69,1078.93,1106.676,1272.097,100,100,0,100,100,100,0,100,100,100,100,100,100,100,100,100,0,0,100,100,100,0,100,0,0,100,100,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,M,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/12/2025 15:21,c1m2,1109.352,30,11,73.333,43,45,30.848,120.249,170.062,196.485,223.907,306.876,334.941,384.922,414.32,470.276,494.052,521.241,578.578,628.253,653.544,683.93,707.131,733.623,756.722,782.206,809.744,833.616,861.166,889.03,974.429,1006.545,1032.568,1060.032,1085.059,1109.351,0,0,100,100,0,100,0,100,0,100,100,0,0,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,M,+
A_Mouse Pairwise Discrimination v3,Chamber 2 [Env. 18],6/13/2025 13:18,c1m2,810.323,30,2,93.333,36,37,28.212,55.029,79.077,103.381,128.902,154.021,177.723,200.057,224.516,248.25,271.922,301.226,329.196,355.554,380.017,402.851,430.486,454.282,478.476,502.963,530.346,579.534,603.306,628.647,654.264,680.625,706.03,733.857,781.456,810.31,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/16/2025 15:21,c1m2,1620,6,51,16.667,82,98,33.582,655.828,912.846,1296.776,1429.976,1459.855,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/17/2025 14:35,c1m2,1620,6,46,33.333,62,81,28.972,56.088,1033.41,1209.272,1238.149,1591.986,,,,,,,,,,,,,,,,,,,,,,,,,100,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/18/2025 14:56,c1m2,1620,11,36,36.364,129,82,32.982,64.812,182.985,213.236,625.426,760.825,1094.372,1341.465,1382.619,1579.342,1608.979,,,,,,,,,,,,,,,,,,,,100,0,100,0,0,0,0,100,0,100,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/19/2025 15:29,c1m2,1620,11,46,9.091,67,65,30.468,58.793,210.538,551.709,842.25,1017,1160.604,1273.022,1415.383,1472.214,1527.871,,,,,,,,,,,,,,,,,,,,100,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/20/2025 15:16,c1m2,1620.01,23,36,26.087,26,40,33.352,114.707,198.052,317.2,398.84,507.262,531.4,559.247,674.352,732.505,756.051,783.143,839.789,901.446,929.998,1069.31,1149.75,1204.741,1399.87,1448.137,1477.216,1558.346,1617.782,,,,,,,,0,0,0,0,0,100,100,0,0,100,100,0,0,100,0,0,0,0,0,100,0,0,0,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/23/2025 16:10,c1m2,1620,15,12,66.667,21,27,33.73,193.633,256.277,367.613,410.595,758.392,1133.233,1207.531,1246.307,1318.438,1348.96,1380.217,1518.36,1548.034,1578.538,,,,,,,,,,,,,,,,0,100,100,100,0,0,0,100,100,100,100,100,100,100,0,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/24/2025 15:05,c1m2,1620.001,24,18,58.333,41,33,30.28,101.4,126.129,158.192,378.663,540.638,564.992,597.069,686.463,716.91,746.052,775.971,901.74,998.658,1051.433,1079.206,1116.683,1192.073,1217.201,1244.675,1410.227,1472.892,1502.78,1563.499,,,,,,,100,100,100,0,0,100,100,0,100,100,100,100,0,0,100,100,0,100,100,0,0,100,0,0,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,M,+
A_Mouse Pairwise Discrimination v3 - Reversal,Chamber 2 [Env. 18],6/25/2025 13:36,c1m2,1620,21,16,66.667,86,132,87.033,213.766,238.277,306.278,742.573,771.331,800.98,840.496,991.245,1018.195,1131.549,1158.111,1186.594,1267.506,1297.217,1391.977,1423.27,1463.671,1529.67,1561.199,1589.239,,,,,,,,,,0,100,100,0,100,100,100,0,100,0,100,100,0,100,0,100,100,100,100,100,0,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,M,+
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/1/2025 14:29,c1m3,738.706,30,0,53.333,30,40,64.034,91.813,132.502,192.007,230.442,248.671,265.238,282.559,301.518,323.699,343.212,363.514,379.123,398.24,414.641,429.722,451.893,475.486,498.208,517.763,537.727,566.406,591.664,610.083,629.394,647.625,665.449,693.395,720.258,738.705,100,0,0,100,0,0,100,100,100,100,0,0,100,100,100,100,0,0,100,0,0,100,0,0,100,100,100,100,0,0,9.145,43.86,41.969,2.363,2.354,1.323,2.162,2.146,4.432,2.877,1.7,8.29,15.315,5.682,3.605,3.509,4.729,,,,,,,,,,,,,,,9.712,13.691,13.431,1.668,2.637,1.119,6.147,7.933,2.337,3.75,8.154,1.289,8.141,1.821,,,,,,,,,5.845,3.012,8.107,1.571,2.505,2.643,2.895,7.686,1.91,2.609,1.894,1.682,2.06,3.023,2.128,3.212,2.26,2,,,,,,,,,,,,,,,1,M,+
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/2/2025 14:06,c1m3,700.862,30,0,63.333,34,35,52.847,73.089,99.342,122.874,138.563,161.868,179.128,199.373,253.375,269.885,287.763,306.033,323.9,350.704,367.968,392.119,408.56,430.286,455.222,483.85,501.609,517.602,536.599,564.805,585.932,609.419,626.227,652.553,675.124,700.861,0,0,0,100,100,100,100,0,0,100,100,100,0,0,100,100,100,0,0,100,100,100,100,100,100,100,100,0,100,0,4.519,8.276,1.487,8.3,3.592,2.99,3.384,2.316,3.125,6.576,2.983,11.941,4.341,2.253,4.985,6.809,3.705,1.197,2.91,4.699,,,,,,,,,,,,28.845,2.878,4.162,2.121,34.102,1.385,9.305,1.647,5.74,8.072,7.799,,,,,,,,,,,,9.641,2.294,1.65,2.732,1.721,2.231,2.216,2.299,2.054,1.853,2.924,2.461,2.656,1.528,1.846,1.439,2.728,1.613,2.486,2.556,4.584,,,,,,,,,,,,2,M,+
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/6/2025 13:10,c1m3,556.022,30,0,83.333,21,19,24.667,44.36,65.104,79.494,97.071,113.799,127.585,145.599,169.603,184.827,200.561,220.071,235.518,252.301,269.196,289.792,309.15,326.066,344.313,365.133,381.37,396.714,416.861,431.982,453.409,470.111,491.672,507.805,526.247,556.007,100,100,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,100,100,0,100,100,100,100,100,100,100,100,0,100,4.146,12.256,5.566,5.461,1.185,4.47,2.252,1.24,2.5,8.018,2.573,3.092,1.23,2.978,3.841,3.205,3.942,3.144,2.203,6.646,1.846,5.319,2.282,4.49,1.028,12.886,,,,,,2.573,4.166,2.711,4.081,1.045,,,,,,,,,,,,,,,,,,2.915,1.729,1.385,1.357,2.268,1.339,2.119,2.007,1.328,1.854,2.248,1.109,1.205,1.897,1.06,1.534,1.727,3.229,1.72,1.25,1.7,1.04,1.893,1.87,2.074,1.774,2.231,,,,,,3,M,+
A_Mouse LD Punish Incorrect Training v2,Chamber 3 [Env. 19],5/7/2025 15:14,c1m3,233.215,13,0,92.308,16,9,19.882,36.08,49.177,72.094,92.501,108.34,123.738,138.619,154.449,171.626,188.734,206.61,223.4,,,,,,,,,,,,,,,,,,100,100,100,0,100,100,100,100,100,100,100,100,100,,,,,,,,,,,,,,,,,,2.634,2.31,2.115,0.824,7.081,3.079,1.215,2.624,1.942,2.941,1.042,1.294,4.032,3.745,,,,,,,,,,,,,,,,,,6.582,,,,,,,,,,,,,,,,,,,,,,6.582,1.508,1.399,0.971,1.108,1.585,1.533,1.262,1.219,2.236,1.621,1.943,1.274,1.691,1.765,,,,,,,,,,,,,,,,,,4,M,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/7/2025 15:20,c1m3,730.859,30,0,40,11,9,28.465,47.533,71.811,104.794,121.097,140.007,155.006,174.029,198.792,219.056,246.573,262.385,283.454,311.378,337.048,367.011,401.526,441.989,470.224,488.768,515.094,535.132,563.542,605.105,628.513,645.546,670.247,692.529,710.238,730.858,0,0,0,0,100,0,100,0,0,0,100,100,0,0,0,0,100,0,0,100,0,0,100,0,100,100,100,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,M,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/8/2025 14:24,c1m3,756.712,30,0,63.333,17,12,26.631,51.526,70.74,97.141,126.799,149.827,170.665,191.599,216.174,240.598,253.805,276.07,292.999,326.93,344.695,363.367,382.92,406.201,426.92,452.362,482.384,514.758,534.614,554.555,575.15,616.574,635.051,658.458,680.125,756.711,0,100,100,0,100,100,100,0,0,100,100,100,100,0,100,100,0,0,0,0,0,100,100,100,0,100,100,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,M,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/9/2025 12:31,c1m3,799.414,30,0,86.667,10,4,27.777,46.228,78.537,96.232,119.567,140.405,160.109,175.992,203.63,224.635,241.3,259.436,282.344,301.967,320.843,337.226,352.438,367.092,391.167,414.848,440.256,505.582,541.149,577.722,642.211,670.226,693.905,738.472,766.394,799.413,100,100,100,100,100,100,0,100,0,100,100,100,100,100,100,100,100,100,0,100,100,100,100,100,100,100,0,100,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,M,+
A_Mouse LD 1 choice v2,Chamber 3 [Env. 19],5/10/2025 16:35,c1m3,665.846,30,0,90,14,6,19.41,33.97,52.173,74.803,90.95,110.226,131.319,154.342,186.25,215.347,232.338,257.752,274.105,297.46,328.67,347.757,378.496,421.052,447.188,466.218,485.919,499.843,517.174,534.117,558.177,578.008,598.685,618.769,635.336,665.832,100,100,0,100,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/11/2025 17:16,c1m3,650.125,30,0,46.667,7,3,28.297,48.571,71.381,89.402,109.319,128.56,147.011,167.324,204.835,221.762,236.127,251.866,272.186,297.073,317.313,330.045,350.627,369.966,389.637,407.295,428.18,468.024,488.452,513.533,534.713,556.384,572.567,595.411,627.542,650.124,100,100,100,100,100,0,100,0,100,100,100,100,0,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/12/2025 13:23,c1m3,840.122,30,0,26.667,17,4,27.898,50.374,70.338,89.735,112.285,146.382,167.654,181.984,214.462,235.867,260.568,281.09,301.894,319.331,344.431,368.749,401.687,427.212,509.416,530.486,553.624,588.863,634.2,662.368,684.774,745.716,773.068,794.605,819.636,840.117,100,0,100,100,100,100,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/14/2025 15:00,c1m3,737.734,30,0,50,11,7,28.881,43.43,67.465,99.406,123.743,142.69,165.195,181.404,210.104,238.548,256.22,275.202,306.253,327.784,350.231,374.222,392.99,423.154,441.862,460.356,482.906,502.773,520.429,541.355,562.698,589.506,626.411,646.255,665.633,737.729,0,100,100,100,100,100,100,100,0,0,100,0,100,0,0,0,0,100,100,0,0,100,0,0,0,100,0,100,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/15/2025 13:08,c1m3,843.901,30,0,43.333,11,4,22.639,42.927,66.658,87.148,126.817,152.841,169.596,184.678,231.501,252.643,276.368,298.988,316.294,329.782,371.653,398.448,418.716,440.486,461.971,496.758,525.118,545.571,568.567,622.752,693.196,740.131,779.989,806.072,822.873,843.9,100,0,100,100,100,0,100,100,100,0,100,100,100,100,0,0,0,100,0,0,0,0,0,0,0,0,100,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/16/2025 14:25,c1m3,833.13,30,0,43.333,11,7,25.544,41.28,61.405,85.829,102.891,124.859,167.813,185.931,209.872,237.744,280.836,321.95,342.186,370.437,403.703,428.634,471.335,499.769,524.951,548.336,567.225,587.732,609.9,630.249,664.234,736.548,757.75,781.662,815.831,833.116,100,100,100,100,100,100,100,100,0,0,0,0,100,0,100,0,0,0,0,100,0,0,100,0,0,100,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/19/2025 13:50,c1m3,812.842,30,0,46.667,12,7,16.744,44.291,69.501,95.758,116.431,137.201,151.286,173.468,193.812,206.658,225.805,244.825,268.484,295.241,312.786,334.1,353.509,379.471,397.555,414.799,435.518,468.122,485.928,507.58,528.643,551.892,574.364,685.831,709.455,812.841,100,0,0,100,100,100,100,100,100,100,100,100,0,100,100,100,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/20/2025 13:49,c1m3,962.808,30,0,53.333,4,4,19.857,49.614,67.684,88.68,110.951,146.244,171.846,193.943,214.467,237.071,273.192,294.386,308.146,336.964,355.201,372.5,395.726,437.779,476.798,621.128,668.319,695.459,751.428,774.916,799.61,832.948,891.687,926.063,943.239,962.807,100,100,0,100,0,100,100,0,100,100,100,100,100,100,0,0,0,100,100,0,0,0,100,0,0,0,100,0,100,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/21/2025 15:11,c1m3,751.68,30,0,56.667,6,6,25.68,42.236,62.353,83.58,118.99,154.533,185.488,204.225,219.278,242.994,269.95,293.817,308.264,347.82,379.93,405.353,439.432,455.614,476.513,502.012,521.36,584.156,604.813,624.689,639.989,667.151,685.101,703.412,735.024,751.667,100,100,100,0,0,0,100,100,100,100,100,100,100,0,100,0,100,100,0,0,100,0,0,100,100,0,0,100,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/22/2025 14:44,c1m3,726.511,30,0,56.667,9,3,26.764,41.293,65.196,92.148,111.163,138.369,163.854,181.869,203.236,228.011,245.995,262.828,283.2,303.751,323.29,378.558,400.218,423.558,445.031,462.158,488.003,509.801,548.15,582.181,612.573,633.073,656.233,677.743,699.23,726.51,100,100,0,100,100,100,0,100,0,100,100,100,0,0,100,100,0,0,0,100,0,100,100,100,0,0,100,0,0,100,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,M,+
A_Mouse LD 1 choice reversal v3,Chamber 3 [Env. 19],5/27/2025 15:30,c1m3,600.003,25,0,36,17,5,24.163,44.615,65.674,83.37,106.131,143.01,156.319,170.231,189.095,206.109,228.82,246.713,270.993,284.937,312.347,337.856,352.51,401.428,428.821,454.139,479.88,506.613,521.441,559.73,584.078,,,,,,0,0,0,0,0,0,100,100,100,100,100,100,0,100,0,0,100,0,0,0,0,0,100,0,0,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,M,+
